ID,CASE_NUMBER,BLOCK,IUCR_CODE,PRIMARY_TYPE,DESCRIPTION,LOCATION_DESC,ARREST,DOMESTIC,BEAT_NUM,DISTRICT_CODE,WARD_NO,COMMUNITY_CODE,FBI_CODE,X_COORDINATE,Y_COORDINATE,INCIDENT_YEAR,DATE_OF_UPDATE,LATITUDE,LONGITUDE,LOCATION,INCIDENT_DAYOFWEEK,INCIDENT_DATE,INCIDENT_TIME,INCIDENT_MONTH
10000838,DV384093,10XX W STATE ST,650,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2011,17,17.0,3.0,09,1162086.0,1877747.0,2016,2016-03-01 20:09:00,41.93567954,-87.75281524,"(41.93567954, -87.75281524)",SATURDAY,2016-02-20,20:09:00,2
10000839,VV789377,63XX N HALSTED ST,312,ROBBERY,ARMED: HANDGUN,RESTAURANT,False,False,2211,10,5.0,11.0,02,1166037.0,1890855.0,2022,2022-09-28 18:21:00,41.80167846,-87.77371958,"(41.80167846, -87.77371958)",THURSDAY,2022-09-15,18:21:00,9
10000840,VB653943,16XX W ASHLAND AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,ALLEY,False,True,411,14,28.0,30.0,12,1163883.0,1869682.0,2018,2018-08-08 13:07:00,41.87954108,-87.76056172,"(41.87954108, -87.76056172)",TUESDAY,2018-07-10,13:07:00,7
10000841,BX740021,6XX N WESTERN AVE,320,ROBBERY,STRONGARM - NO WEAPON,BAR OR TAVERN,False,False,2411,25,42.0,54.0,15,1184636.0,1883796.0,2022,2022-06-06 13:51:00,41.78182158,-87.59424841,"(41.78182158, -87.59424841)",WEDNESDAY,2022-05-25,13:51:00,5
10000842,RJ975145,6XX E STATE ST,560,ASSAULT,SIMPLE,ALLEY,False,False,1411,4,27.0,66.0,18,1167661.0,1890235.0,2019,2019-05-17 22:35:00,41.7165785,-87.55480994,"(41.7165785, -87.55480994)",TUESDAY,2019-04-30,22:35:00,4
10000843,YN565129,7XX W GRAND AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,VEHICLE NON-COMMERCIAL,False,False,1111,16,14.0,46.0,07,1189053.0,1926754.0,2018,2018-04-11 15:40:00,41.75698284,-87.58267098,"(41.75698284, -87.58267098)",WEDNESDAY,2018-04-04,15:40:00,4
10000844,GT596290,52XX S BROADWAY,460,BATTERY,SIMPLE,ALLEY,False,True,1511,3,36.0,44.0,10,1167554.0,1898609.0,2020,2020-10-22 19:28:00,41.78129659,-87.6706678,"(41.78129659, -87.6706678)",SATURDAY,2020-10-10,19:28:00,10
10000845,AC209923,71XX W ASHLAND AVE,740,THEFT,THEFT OVER $500,GAS STATION,False,False,1011,25,13.0,13.0,08B,1191982.0,1858618.0,2020,2020-05-08 15:15:00,41.72247961,-87.56517058,"(41.72247961, -87.56517058)",THURSDAY,2020-05-07,15:15:00,5
10000846,AP236620,32XX S STATE ST,460,BATTERY,SIMPLE,RESTAURANT,False,False,1711,24,30.0,31.0,08B,1150659.0,1913866.0,2017,2017-05-18 17:31:00,41.80325196,-87.68248166,"(41.80325196, -87.68248166)",FRIDAY,2017-05-05,17:31:00,5
10000847,GD823748,1XX S ASHLAND AVE,265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,ALLEY,False,False,1711,7,23.0,13.0,02,1188899.0,1900546.0,2016,2016-10-10 16:31:00,41.73358164,-87.75343913,"(41.73358164, -87.75343913)",SATURDAY,2016-09-17,16:31:00,9
10000848,MP531013,68XX E CLARK ST,610,BURGLARY,FORCIBLE ENTRY,HOSPITAL BUILDING/GROUNDS,False,True,1111,1,22.0,9.0,14,1158984.0,1896329.0,2022,2022-02-06 09:55:00,41.84061179,-87.76557246,"(41.85267949, -87.76557246)",THURSDAY,2022-01-20,09:55:00,1
10000849,JJ512176,69XX N ASHLAND AVE,650,MOTOR VEHICLE THEFT,AUTOMOBILE,PARK PROPERTY,False,False,122,19,26.0,25.0,04A,1152077.0,1925441.0,2022,2022-10-31 16:16:00,41.82860708,-87.70993898,"(41.82860708, -87.70993898)",THURSDAY,2022-10-13,16:16:00,10
10000850,BB221019,71XX S BROADWAY,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,HOSPITAL BUILDING/GROUNDS,False,True,1011,22,9.0,41.0,16,1165188.0,1888896.0,2016,2016-03-19 20:51:00,41.89296244,-87.75709563,"(41.89296244, -87.75709563)",MONDAY,2016-02-22,20:51:00,2
10000851,RN501287,59XX N BROADWAY,910,VANDALISM,CRIMINAL DAMAGE,GAS STATION,False,False,712,25,1.0,40.0,11,1163744.0,1853821.0,2022,2022-03-09 07:55:00,41.81422115,-87.62824261,"(41.81422115, -87.62824261)",FRIDAY,2022-02-18,07:55:00,2
10000852,KZ608430,78XX N CICERO AVE,510,ASSAULT,AGGRAVATED: HANDGUN,"SCHOOL, PUBLIC, BUILDING",False,False,612,7,29.0,34.0,07,1150185.0,1925405.0,2020,2020-02-15 19:01:00,41.96633215,-87.64242116,"(41.96633215, -87.64242116)",FRIDAY,2020-02-07,19:01:00,2
10000853,KH049458,29XX W STATE ST,850,DECEPTIVE PRACTICE,FRAUD,COMMERCIAL / BUSINESS OFFICE,True,False,211,3,44.0,5.0,09,1170350.0,1857569.0,2020,2020-07-03 22:25:00,41.81181392,-87.70031382,"(41.81181392, -87.70031382)",THURSDAY,2020-06-25,22:25:00,6
10000854,VY419017,77XX S PULASKI RD,560,ASSAULT,SIMPLE,STREET,False,False,122,16,30.0,1.0,08B,1174984.0,1895929.0,2016,2016-04-11 02:03:00,41.9195657,-87.73342294,"(41.9195657, -87.73342294)",SATURDAY,2016-03-12,02:03:00,3
10000855,OC702220,48XX S CICERO AVE,560,ASSAULT,SIMPLE,STREET,True,False,521,16,18.0,30.0,09,1170357.0,1906106.0,2018,2019-01-14 12:37:00,41.78091142,-87.63060661,"(41.78091142, -87.63060661)",MONDAY,2018-12-31,12:37:00,12
10000856,SD978883,20XX E FULLERTON AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,"SCHOOL, PUBLIC, BUILDING",True,True,611,17,42.0,59.0,26,1193452.0,1911067.0,2019,2019-05-20 19:47:00,41.82632899,-87.51154129,"(41.82632899, -87.51154129)",TUESDAY,2019-04-30,19:47:00,4
10000857,MD811065,62XX S MADISON ST,730,THEFT,SHOPLIFTING,GROCERY FOOD STORE,False,False,1411,20,13.0,16.0,04A,1168264.0,1894737.0,2015,2015-11-26 23:15:00,41.97116768,-87.67087367,,TUESDAY,2015-11-17,23:15:00,11
10000858,YP136800,93XX W NORTH AVE,620,BURGLARY,UNLAWFUL ENTRY,PARK PROPERTY,False,False,111,11,24.0,56.0,04A,1156616.0,1905648.0,2018,2018-05-18 18:40:00,41.90520419,-87.72483878,"(41.90520419, -87.72483878)",FRIDAY,2018-04-27,18:40:00,4
10000859,YW065175,66XX N ASHLAND AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,PARK PROPERTY,True,True,2211,3,27.0,10.0,19,1198397.0,1909758.0,2015,2015-08-29 06:20:00,41.85855443,-87.56366561,"(41.85855443, -87.56366561)",SATURDAY,2015-08-15,06:20:00,8
10000860,ZS019751,81XX W CHICAGO AVE,1240,NARCOTICS,POSS: HEROIN(WHITE),CTA TRAIN,False,False,612,7,5.0,8.0,07,1198951.0,1925894.0,2019,2019-08-08 15:12:00,41.83813707,-87.5333096,"(41.83813707, -87.5333096)",WEDNESDAY,2019-07-17,15:12:00,7
10000861,WL022505,79XX N DIVISION ST,730,THEFT,SHOPLIFTING,ALLEY,False,True,1111,1,10.0,25.0,19,1171178.0,1865141.0,2022,2022-01-31 17:45:00,41.87833741,-87.61773479,"(41.87833741, -87.61773479)",SUNDAY,2022-01-23,17:45:00,1
10000862,HN729677,54XX E CLARK ST,620,BURGLARY,UNLAWFUL ENTRY,SIDEWALK,False,False,612,8,30.0,75.0,18,1196814.0,1875041.0,2016,2016-03-12 09:56:00,41.78626346,-87.54197725,"(41.78626346, -87.54197725)",SUNDAY,2016-02-21,09:56:00,2
10000863,NY095607,50XX S FULLERTON AVE,730,THEFT,SHOPLIFTING,"SCHOOL, PUBLIC, BUILDING",False,False,211,19,32.0,62.0,19,1189086.0,1854462.0,2021,2021-10-25 19:01:00,41.794316,-87.59755573,"(41.794316, -87.59755573)",THURSDAY,2021-10-14,19:01:00,10
10000864,ZW335617,74XX S CHICAGO AVE,740,THEFT,THEFT OVER $500,RESIDENCE,False,False,2511,19,1.0,23.0,13,1173420.0,1868190.0,2017,2017-02-21 12:19:00,41.86683117,-87.651374465,"(41.86683117, -87.51458362)",SATURDAY,2017-02-18,12:19:00,2
10000865,KG751969,70XX N CHICAGO AVE,620,BURGLARY,UNLAWFUL ENTRY,BAR OR TAVERN,True,False,212,24,30.0,56.0,01A,1158018.0,1866639.0,2019,2019-10-23 08:22:00,41.8566833,-87.580915,"(41.8566833, -87.580915)",THURSDAY,2019-10-10,08:22:00,10
10000866,OD480616,9XX W MICHIGAN AVE,560,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,False,False,1121,24,29.0,30.0,01A,1159194.0,1887754.0,2020,2020-11-12 16:05:00,41.77718241,-87.69531929,"(41.77718241, -87.69531929)",FRIDAY,2020-11-06,16:05:00,11
10000867,FA413162,89XX N MICHIGAN AVE,560,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,False,False,221,3,3.0,66.0,06,1156441.0,1920169.0,2015,2015-04-19 01:23:00,41.92057505,-87.58699841,"(41.92057505, -87.58699841)",SATURDAY,2015-03-21,01:23:00,3
10000868,SH282229,79XX W FULLERTON AVE,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,CTA TRAIN,False,True,112,20,10.0,72.0,12,1174984.0,1917218.0,2021,2021-07-05 07:27:00,41.81466285,-87.68108142,"(41.81466285, -87.68108142)",THURSDAY,2021-06-10,07:27:00,6
10000869,IA686947,16XX E MICHIGAN AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,SIDEWALK,True,False,712,4,32.0,53.0,04A,1150179.0,1860367.0,2015,2015-05-14 07:46:00,41.93904066,-87.74901308,"(41.93904066, -87.74901308)",THURSDAY,2015-04-23,07:46:00,4
10000870,YT650113,64XX W COTTAGE GROVE AVE,740,THEFT,THEFT OVER $500,GAS STATION,False,False,1211,19,13.0,59.0,08B,1197732.0,1918066.0,2021,2021-03-30 22:20:00,41.96637016,-87.577949,"(41.96637016, -87.577949)",SATURDAY,2021-03-13,22:20:00,3
10000871,VL783919,98XX W WESTERN AVE,750,THEFT,THEFT $500 AND UNDER,GAS STATION,True,False,611,19,38.0,3.0,26,1194544.0,1890599.0,2015,2015-06-24 10:28:00,41.79762332,-87.52927714,"(41.79762332, -87.52927714)",MONDAY,2015-06-15,10:28:00,6
10000872,MZ427603,3XX E MADISON ST,312,ROBBERY,ARMED: HANDGUN,GROCERY FOOD STORE,False,True,2411,16,32.0,77.0,07,1199471.0,1913798.0,2018,2018-12-26 16:28:00,41.89418583,-87.56442365,"(41.89418583, -87.56442365)",SATURDAY,2018-12-15,16:28:00,12
10000873,RX297775,17XX S MICHIGAN AVE,740,THEFT,THEFT OVER $500,CONVENIENCE STORE,False,True,2411,7,25.0,67.0,03,1172925.0,1904460.0,2016,2016-11-25 09:49:00,41.96462399,-87.74127274,"(41.96462399, -87.74127274)",FRIDAY,2016-11-18,09:49:00,11
10000874,OT794609,94XX W WESTERN AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,APARTMENT,False,True,1511,8,14.0,67.0,10,1194125.0,1861642.0,2015,2015-08-16 21:54:00,41.95457845,-87.59701216,"(41.95457845, -87.59701216)",SUNDAY,2015-07-19,21:54:00,7
10000875,HG789139,18XX W MADISON ST,560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",True,False,712,25,42.0,33.0,12,1195281.0,1863628.0,2018,2018-05-17 20:20:00,41.70296446,-87.6791024,"(41.70296446, -87.6791024)",WEDNESDAY,2018-05-02,20:20:00,5
10000876,MI896492,86XX N NORTH AVE,910,VANDALISM,CRIMINAL DAMAGE,SIDEWALK,False,False,1121,22,46.0,74.0,12,1196096.0,1889750.0,2021,2021-06-09 19:29:00,41.82513184,-87.57310163,"(41.82513184, -87.57310163)",FRIDAY,2021-05-14,19:29:00,5
10000877,PP156010,31XX S DIVISION ST,320,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT / GARAGE(NON.RESID.),True,False,1811,1,32.0,66.0,01A,1185579.0,1875723.0,2018,2018-08-09 18:41:00,41.73458367,-87.74078862,"(41.73458367, -87.74078862)",THURSDAY,2018-07-19,18:41:00,7
10000878,XP733499,38XX W MADISON ST,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,STREET,False,True,2411,16,10.0,34.0,03,1162283.0,1888565.0,2018,2018-10-07 20:18:00,41.74651237,-87.50942633,"(41.74651237, -87.50942633)",MONDAY,2018-09-17,20:18:00,9
10000879,LK911966,54XX E MICHIGAN AVE,510,ASSAULT,AGGRAVATED: HANDGUN,GROCERY FOOD STORE,False,False,212,14,8.0,21.0,01A,1181743.0,1888208.0,2021,2021-05-23 11:30:00,41.88880159,-87.77202686,"(41.88880159, -87.77202686)",TUESDAY,2021-04-27,11:30:00,4
10000880,QM817064,40XX S CICERO AVE,510,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,True,False,1111,11,4.0,17.0,20,1188408.0,1898457.0,2018,2018-09-07 20:21:00,41.69198509,-87.65047429,"(41.69198509, -87.65047429)",SUNDAY,2018-08-19,20:21:00,8
10000881,AS961052,5XX W GRAND AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,True,False,312,6,44.0,24.0,18,1170020.0,1886632.0,2019,2019-10-05 21:36:00,41.97466927,-87.59703962,"(41.97466927, -87.59703962)",FRIDAY,2019-10-04,21:36:00,10
10000882,CE488112,29XX N FULLERTON AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,RESTAURANT,True,True,2411,8,38.0,10.0,09,1180470.0,1858997.0,2017,2017-03-26 18:48:00,41.96595944,-87.56504101,"(41.96595944, -87.56504101)",SATURDAY,2017-03-04,18:48:00,3
10000883,GS351840,54XX N BROADWAY,460,BATTERY,SIMPLE,APARTMENT,True,False,412,5,4.0,52.0,05,1187125.0,1926798.0,2019,2020-01-15 20:57:00,41.84556593,-87.59188952,"(41.84556593, -87.59188952)",SATURDAY,2019-12-28,20:57:00,12
10000884,ML890956,35XX W MADISON ST,1310,NARCOTICS,POSS: COCAINE,PARKING LOT / GARAGE(NON.RESID.),True,False,612,16,36.0,60.0,18,1150180.0,1905750.0,2018,2018-11-11 09:29:00,41.85090282,-87.7957718,"(41.85090282, -87.7957718)",SUNDAY,2018-11-04,09:29:00,11
10000885,SK570863,5XX E NORTH AVE,560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,True,True,612,24,49.0,49.0,12,1153726.0,1891275.0,2019,2019-07-24 18:04:00,41.79248004,-87.54029398,"(41.79248004, -87.54029398)",MONDAY,2019-07-01,18:04:00,7
10000886,NA746764,72XX E MICHIGAN AVE,312,ROBBERY,ARMED: HANDGUN,GROCERY FOOD STORE,False,False,912,25,24.0,31.0,18,1154237.0,1898314.0,2023,2023-08-05 23:08:00,41.94153647,-87.56245902,"(41.94153647, -87.56245902)",TUESDAY,2023-07-18,23:08:00,7
10000887,BM847013,12XX N MICHIGAN AVE,510,ASSAULT,AGGRAVATED: HANDGUN,RETAIL STORE,False,False,2411,12,47.0,57.0,03,1154161.0,1854296.0,2017,2017-08-03 10:35:00,41.88443501,-87.71189875,"(41.88443501, -87.71189875)",SATURDAY,2017-07-15,10:35:00,7
10000888,TG733667,55XX E GRAND AVE,460,BATTERY,SIMPLE,ALLEY,False,False,621,17,24.0,61.0,18,1166688.0,1868405.0,2015,2015-03-10 23:11:00,41.88618584,-87.54197133,"(41.88618584, -87.54197133)",WEDNESDAY,2015-02-18,23:11:00,2
10000889,NT970537,95XX W NORTH AVE,510,ASSAULT,AGGRAVATED: HANDGUN,CTA BUS,False,False,1221,3,13.0,31.0,11,1189470.0,1913697.0,2023,2023-12-06 20:54:00,41.92020511,-87.53948052,"(41.92020511, -87.53948052)",FRIDAY,2023-11-24,20:54:00,11
10000890,EJ214501,73XX W PULASKI RD,910,VANDALISM,CRIMINAL DAMAGE,STREET,False,False,812,18,4.0,28.0,01A,1172210.0,1871242.0,2018,2018-02-02 11:39:00,41.91034142,-87.59784786,"(41.91034142, -87.59784786)",WEDNESDAY,2018-01-31,11:39:00,1
10000891,SW078182,59XX S CLARK ST,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,CONVENIENCE STORE,True,False,321,11,39.0,29.0,20,1183300.0,1854185.0,2020,2020-10-20 17:42:00,41.8630625,-87.76466466,"(41.8630625, -87.76466466)",SATURDAY,2020-09-26,17:42:00,9
10000892,HP994524,40XX W MICHIGAN AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,False,False,122,4,46.0,19.0,13,1180442.0,1893186.0,2020,2020-07-04 22:35:00,41.83114411,-87.59507331,"(41.83114411, -87.59507331)",SATURDAY,2020-06-06,22:35:00,6
10000893,IG420216,43XX E CLARK ST,740,THEFT,THEFT OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,2511,15,29.0,55.0,14,1177087.0,1886881.0,2016,2016-08-19 17:57:00,41.84061179,-87.62309591,"(41.8755978, -87.62309591)",SATURDAY,2016-08-13,17:57:00,8
10000894,PK731894,37XX E FULLERTON AVE,320,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT / GARAGE(NON.RESID.),True,False,511,3,45.0,75.0,15,1157659.0,1872304.0,2017,2017-02-06 18:21:00,41.84477975,-87.79183539,,SUNDAY,2017-01-15,18:21:00,1
10000895,BK624848,57XX S FULLERTON AVE,560,ASSAULT,SIMPLE,SIDEWALK,False,False,212,1,21.0,30.0,06,1164975.0,1890235.0,2019,2019-09-29 12:16:00,41.7291609,-87.60930031,"(41.7291609, -87.60930031)",THURSDAY,2019-09-12,12:16:00,9
10000896,CY186119,56XX E BROADWAY,750,THEFT,THEFT $500 AND UNDER,BAR OR TAVERN,False,False,811,14,27.0,10.0,10,1175679.0,1880136.0,2021,2021-02-17 19:03:00,41.87677487,-87.64680288,"(41.87677487, -87.64680288)",TUESDAY,2021-01-19,19:03:00,1
10000897,RV165907,6XX S HALSTED ST,850,DECEPTIVE PRACTICE,FRAUD,VEHICLE NON-COMMERCIAL,False,False,1611,10,12.0,69.0,04B,1172450.0,1852880.0,2021,2021-08-27 22:38:00,41.9422096,-87.50295546,"(41.9422096, -87.50295546)",TUESDAY,2021-08-10,22:38:00,8
10000898,SD594229,60XX W MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,APARTMENT,True,True,311,17,35.0,50.0,15,1166896.0,1887695.0,2023,2023-11-25 14:55:00,41.85247356,-87.60097932,"(41.85247356, -87.60097932)",WEDNESDAY,2023-11-01,14:55:00,11
10000899,GF574014,83XX N STATE ST,460,BATTERY,SIMPLE,PARKING LOT / GARAGE(NON.RESID.),False,False,812,12,31.0,32.0,14,1190210.0,1917137.0,2023,2023-07-20 23:40:00,41.97621195,-87.76128041,"(41.97621195, -87.76128041)",TUESDAY,2023-06-27,23:40:00,6
10000900,CK959356,59XX N BROADWAY,510,ASSAULT,AGGRAVATED: HANDGUN,PARK PROPERTY,False,False,711,11,22.0,44.0,13,1161146.0,1896307.0,2017,2017-11-13 03:46:00,41.90793358,-87.58989263,"(41.90793358, -87.58989263)",WEDNESDAY,2017-11-08,03:46:00,11
10000901,JM606416,21XX E MADISON ST,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,GAS STATION,False,True,1511,25,17.0,56.0,26,1181179.0,1855644.0,2018,2018-05-18 22:17:00,41.75216873,-87.58649735,"(41.75216873, -87.58649735)",TUESDAY,2018-05-01,22:17:00,5
10000902,DF350859,64XX N NORTH AVE,560,ASSAULT,SIMPLE,ALLEY,True,False,121,2,6.0,17.0,15,1155866.0,1907707.0,2022,2022-02-25 16:20:00,41.86277619,-87.79131924,"(41.86277619, -87.79131924)",FRIDAY,2022-02-18,16:20:00,2
10000903,JM563383,48XX W BROADWAY,650,MOTOR VEHICLE THEFT,AUTOMOBILE,PARK PROPERTY,False,False,321,24,29.0,63.0,18,1168290.0,1884519.0,2019,2019-08-02 15:08:00,41.98939534,-87.52219935,"(41.98939534, -87.52219935)",FRIDAY,2019-07-12,15:08:00,7
10000904,KI867083,68XX S HALSTED ST,730,THEFT,SHOPLIFTING,RETAIL STORE,True,False,811,22,23.0,21.0,20,1196651.0,1925392.0,2018,2018-03-26 21:35:00,41.95906538,-87.75697635,"(41.95906538, -87.75697635)",SUNDAY,2018-03-18,21:35:00,3
10000905,AS594287,22XX E BROADWAY,850,DECEPTIVE PRACTICE,FRAUD,RESIDENCE,False,True,312,1,33.0,71.0,03,1192912.0,1863784.0,2021,2022-01-02 21:29:00,41.93676029,-87.69128717,"(41.93676029, -87.69128717)",SUNDAY,2021-12-26,21:29:00,12
10000906,AO597239,42XX E DIVISION ST,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESTAURANT,False,False,711,2,46.0,4.0,04B,1190023.0,1902432.0,2020,2020-05-31 17:37:00,41.96392945,-87.77343781,"(41.96392945, -87.77343781)",TUESDAY,2020-05-12,17:37:00,5
10000907,ZB285156,90XX S HALSTED ST,750,THEFT,THEFT $500 AND UNDER,BAR OR TAVERN,False,False,1511,15,6.0,24.0,03,1151295.0,1863233.0,2016,2017-01-08 21:27:00,41.72479236,-87.76505083,"(41.72479236, -87.76505083)",WEDNESDAY,2016-12-21,21:27:00,12
10000908,WQ499760,20XX S DIVISION ST,750,THEFT,THEFT $500 AND UNDER,APARTMENT,False,False,122,2,33.0,20.0,13,1190832.0,1866551.0,2016,2016-04-05 18:55:00,41.80776653,-87.63152364,"(41.80776653, -87.63152364)",THURSDAY,2016-03-17,18:55:00,3
10000909,BX430747,56XX N FULLERTON AVE,740,THEFT,THEFT OVER $500,CTA BUS,False,True,511,1,8.0,31.0,10,1197634.0,1871079.0,2020,2020-06-12 12:20:00,41.95620626,-87.651374465,"(41.95620626, -87.72529538)",SATURDAY,2020-05-16,12:20:00,5
10000910,BK405298,79XX W PULASKI RD,650,MOTOR VEHICLE THEFT,AUTOMOBILE,PARK PROPERTY,False,False,811,3,6.0,8.0,17,1151548.0,1865037.0,2020,2020-08-23 22:32:00,41.82184772,-87.54593441,"(41.82184772, -87.54593441)",THURSDAY,2020-07-30,22:32:00,7
10000911,UK872855,39XX S MICHIGAN AVE,750,THEFT,THEFT $500 AND UNDER,ALLEY,False,False,2211,18,1.0,4.0,06,1171042.0,1869971.0,2020,2020-07-23 07:43:00,41.77230448,-87.78543315,"(41.77230448, -87.78543315)",SUNDAY,2020-07-12,07:43:00,7
10000912,ZX517459,74XX W MICHIGAN AVE,312,ROBBERY,ARMED: HANDGUN,CONVENIENCE STORE,False,False,1911,5,44.0,48.0,04A,1155628.0,1899616.0,2018,2018-09-16 21:53:00,41.79682122,-87.50031915,"(41.79682122, -87.50031915)",FRIDAY,2018-08-24,21:53:00,8
10000913,DK138540,30XX W HALSTED ST,740,THEFT,THEFT OVER $500,BAR OR TAVERN,False,False,1111,12,34.0,40.0,11,1197186.0,1871259.0,2022,2022-11-01 10:16:00,41.8451782,-87.57858372,"(41.8451782, -87.57858372)",MONDAY,2022-10-17,10:16:00,10
10000914,KT737299,10XX N COTTAGE GROVE AVE,620,BURGLARY,UNLAWFUL ENTRY,PARK PROPERTY,True,False,122,7,45.0,49.0,11,1195871.0,1918779.0,2021,2021-03-01 07:19:00,41.72547882,-87.70792528,"(41.72547882, -87.70792528)",SATURDAY,2021-02-06,07:19:00,2
10000915,ZW096141,4XX N CICERO AVE,730,THEFT,SHOPLIFTING,BAR OR TAVERN,False,False,621,1,13.0,38.0,12,1167708.0,1882821.0,2017,2017-08-15 15:05:00,41.98756398,-87.54572012,"(41.98756398, -87.54572012)",SUNDAY,2017-08-06,15:05:00,8
10000916,AS549350,3XX S CLARK ST,750,THEFT,THEFT $500 AND UNDER,RESTAURANT,False,False,521,7,25.0,68.0,13,1166242.0,1904334.0,2023,2023-08-30 14:55:00,41.95242621,-87.51730968,"(41.95242621, -87.51730968)",FRIDAY,2023-08-04,14:55:00,8
10000917,GP352897,40XX S CHICAGO AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,GROCERY FOOD STORE,True,False,1111,16,3.0,2.0,04A,1178820.0,1920101.0,2017,2017-03-11 21:30:00,41.86112374,-87.58624154,"(41.86112374, -87.58624154)",SUNDAY,2017-02-12,21:30:00,2
10000918,SO849540,41XX N DIVISION ST,1240,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,511,3,42.0,58.0,07,1187563.0,1896806.0,2023,2023-05-30 21:56:00,41.8886792,-87.71463014,"(41.8886792, -87.71463014)",SUNDAY,2023-04-30,21:56:00,4
10000919,IJ198564,37XX S CICERO AVE,460,BATTERY,SIMPLE,CONVENIENCE STORE,False,False,113,3,48.0,31.0,26,1165086.0,1872547.0,2022,2022-03-04 18:28:00,41.9234558,-87.51802701,"(41.9234558, -87.51802701)",SATURDAY,2022-02-19,18:28:00,2
10000920,BS071913,60XX N CLARK ST,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESTAURANT,True,True,1411,9,41.0,59.0,15,1186437.0,1928767.0,2016,2016-08-03 14:20:00,41.84529576,-87.7610316,"(41.84529576, -87.7610316)",THURSDAY,2016-07-21,14:20:00,7
10000921,LB586319,62XX E FULLERTON AVE,610,BURGLARY,FORCIBLE ENTRY,HOSPITAL BUILDING/GROUNDS,False,False,1711,10,32.0,28.0,20,1159236.0,1889763.0,2020,2020-02-23 13:19:00,41.91961829,-87.50897954,"(41.91961829, -87.50897954)",MONDAY,2020-02-17,13:19:00,2
10000922,HT611781,59XX N DIVISION ST,850,DECEPTIVE PRACTICE,FRAUD,CONVENIENCE STORE,False,False,1121,1,6.0,70.0,10,1191447.0,1901726.0,2019,2019-08-27 18:26:00,41.75098053,-87.50217475,"(41.75098053, -87.50217475)",SATURDAY,2019-08-03,18:26:00,8
10000923,PR643446,31XX E CLARK ST,1310,NARCOTICS,POSS: COCAINE,GROCERY FOOD STORE,True,True,2211,15,46.0,56.0,15,1185315.0,1895651.0,2023,2023-10-04 05:40:00,41.93016454,-87.56165744,"(41.93016454, -87.56165744)",SUNDAY,2023-09-17,05:40:00,9
10000924,TT041690,25XX E MADISON ST,730,THEFT,SHOPLIFTING,PARK PROPERTY,False,True,1611,9,6.0,77.0,02,1173831.0,1878001.0,2019,2019-11-07 15:23:00,41.9893807,-87.71856612,"(41.9893807, -87.71856612)",WEDNESDAY,2019-10-16,15:23:00,10
10000925,TJ172759,35XX W NORTH AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,GROCERY FOOD STORE,False,True,113,16,49.0,34.0,04B,1175747.0,1861731.0,2021,2021-11-12 21:48:00,41.75813009,-87.77403759,"(41.75813009, -87.77403759)",WEDNESDAY,2021-11-10,21:48:00,11
10000926,IP122476,64XX S COTTAGE GROVE AVE,750,THEFT,THEFT $500 AND UNDER,APARTMENT,False,False,911,5,10.0,69.0,07,1173267.0,1921616.0,2020,2020-07-19 14:13:00,41.97394056,-87.64410936,"(41.97394056, -87.64410936)",FRIDAY,2020-07-10,14:13:00,7
10000927,HF157676,47XX W MICHIGAN AVE,620,BURGLARY,UNLAWFUL ENTRY,CTA TRAIN,False,False,1811,7,44.0,16.0,04B,1174984.0,1927461.0,2015,2015-02-23 11:12:00,41.85001255,-87.6898597,"(41.85001255, -87.6898597)",SUNDAY,2015-02-15,11:12:00,2
